Gene stable ID	NCBI gene (formerly Entrezgene) ID	HGNC symbol	Gene stable ID
ENSG00000139278	11010	GLIPR1	ENSG00000139278
ENSG00000248469	100996385		ENSG00000248469
ENSG00000182230	202134	FAM153B	ENSG00000182230
ENSG00000264105	100500881	MIR3688-1	ENSG00000264105
ENSG00000283379	100616303	MIR3688-2	ENSG00000283379
ENSG00000108821	1277	COL1A1	ENSG00000108821
ENSG00000168843	56884	FSTL5	ENSG00000168843
ENSG00000090263	51650	MRPS33	ENSG00000090263
ENSG00000111615	11103	KRR1	ENSG00000111615
ENSG00000055732	55283	MCOLN3	ENSG00000055732
ENSG00000196504	55660	PRPF40A	ENSG00000196504
ENSG00000034533	28990	ASTE1	ENSG00000034533
ENSG00000261115	100507421	TMEM178B	ENSG00000261115
ENSG00000207221	100379250	SNORA70E	ENSG00000207221
ENSG00000006530	55750	AGK	ENSG00000006530
ENSG00000114670	79858	NEK11	ENSG00000114670
ENSG00000266110	100616481	MIR4423	ENSG00000266110
ENSG00000097096	84144	SYDE2	ENSG00000097096
ENSG00000249419	101928052		ENSG00000249419
ENSG00000162642	148423	C1orf52	ENSG00000162642
ENSG00000139289	22822	PHLDA1	ENSG00000139289
ENSG00000165494	51585	PCF11	ENSG00000165494
ENSG00000142867	8915	BCL10	ENSG00000142867
ENSG00000158792	124044	SPATA2L	ENSG00000158792
ENSG00000283468	100616234	MIR4454	ENSG00000283468
ENSG00000145414	92345	NAF1	ENSG00000145414
ENSG00000075399	9605	VPS9D1	ENSG00000075399
ENSG00000187109	4673	NAP1L1	ENSG00000187109
ENSG00000153904	23576	DDAH1	ENSG00000153904
ENSG00000164128	4886	NPY1R	ENSG00000164128
ENSG00000177917	151188	ARL6IP6	ENSG00000177917
ENSG00000170085	375484	SIMC1	ENSG00000170085
ENSG00000142871	3491	CCN1	ENSG00000142871
ENSG00000261373	100128881	VPS9D1-AS1	ENSG00000261373
ENSG00000164129	4889	NPY5R	ENSG00000164129
ENSG00000167105	162461	TMEM92	ENSG00000167105
ENSG00000158805	92822	ZNF276	ENSG00000158805
ENSG00000151005	84076	TKTL2	ENSG00000151005
ENSG00000198498	55319	TMA16	ENSG00000198498
ENSG00000137494	338699	ANKRD42	ENSG00000137494
ENSG00000251179	103752589	TMEM92-AS1	ENSG00000251179
ENSG00000117174	54680	ZNHIT6	ENSG00000117174
ENSG00000015532	64132	XYLT2	ENSG00000015532
ENSG00000177519	56475	RPRM	ENSG00000177519
ENSG00000204673	84335	AKT1S1	ENSG00000204673
ENSG00000144278	114805	GALNT13	ENSG00000144278
ENSG00000171502	255631	COL24A1	ENSG00000171502
ENSG00000145416	55016	MARCHF1	ENSG00000145416
ENSG00000187741	2175	FANCA	ENSG00000187741
ENSG00000108826	51264	MRPL27	ENSG00000108826
ENSG00000122203	57179	KIAA1191	ENSG00000122203
ENSG00000104946	79735	TBC1D17	ENSG00000104946
ENSG00000137500	60492	CCDC90B	ENSG00000137500
ENSG00000154920	146956	EME1	ENSG00000154920
ENSG00000224675	100144595		ENSG00000224675
ENSG00000257093	57189	DENND11	ENSG00000257093
ENSG00000162989	3760	KCNJ3	ENSG00000162989
ENSG00000248546	23520	ANP32C	ENSG00000248546
ENSG00000248771	100505989	SMIM31	ENSG00000248771
ENSG00000228775	285962	WEE2-AS1	ENSG00000228775
ENSG00000108829	55379	LRRC59	ENSG00000108829
ENSG00000250608	339874		ENSG00000250608
ENSG00000248329	100506013	APELA	ENSG00000248329
ENSG00000286679	107985953		ENSG00000286679
ENSG00000246082	152195	NUDT16L2P	ENSG00000246082
ENSG00000198585	131870	NUDT16	ENSG00000198585
ENSG00000167107	80221	ACSF2	ENSG00000167107
ENSG00000183439	391712	TRIM61	ENSG00000183439
ENSG00000114686	11222	MRPL3	ENSG00000114686
ENSG00000250486	152756	FAM218A	ENSG00000250486
ENSG00000176979	166655	TRIM60	ENSG00000176979
ENSG00000284394	100616314	MIR4750	ENSG00000284394
ENSG00000226383	101929378	LINC01876	ENSG00000226383
ENSG00000104951	259307	IL4I1	ENSG00000104951
ENSG00000214102	494551	WEE2	ENSG00000214102
ENSG00000170088	201931	TMEM192	ENSG00000170088
ENSG00000175414	285598	ARL10	ENSG00000175414
ENSG00000221464	100302203	MIR1271	ENSG00000221464
ENSG00000122417	57489	ODF2L	ENSG00000122417
ENSG00000106028	6742	SSBP1	ENSG00000106028
ENSG00000048162	51491	NOP16	ENSG00000048162
ENSG00000153234	4929	NR4A2	ENSG00000153234
ENSG00000109466	11275	KLHL2	ENSG00000109466
ENSG00000146066	192286	HIGD2A	ENSG00000146066
ENSG00000175416	1212	CLTB	ENSG00000175416
ENSG00000213024	23636	NUP62	ENSG00000213024
ENSG00000196353	131034	CPNE4	ENSG00000196353
ENSG00000113194	23197	FAF2	ENSG00000113194
ENSG00000052802	6307	MSMO1	ENSG00000052802
ENSG00000127362	50831	TAS2R3	ENSG00000127362
ENSG00000146083	22838	RNF44	ENSG00000146083
ENSG00000127364	50832	TAS2R4	ENSG00000127364
ENSG00000278281	102465842	MIR7856	ENSG00000278281
ENSG00000127366	54429	TAS2R5	ENSG00000127366
ENSG00000115159	2820	GPD2	ENSG00000115159
ENSG00000137975	9635	CLCA2	ENSG00000137975
ENSG00000165076	136242	PRSS37	ENSG00000165076
ENSG00000169136	22809	ATF5	ENSG00000169136
ENSG00000016490	1179	CLCA1	ENSG00000016490
ENSG00000109472	1363	CPE	ENSG00000109472
ENSG00000136457	1101	CHAD	ENSG00000136457
ENSG00000283842	100616483	MIR4751	ENSG00000283842
ENSG00000161640	114132	SIGLEC11	ENSG00000161640
ENSG00000207559	693163	MIR578	ENSG00000207559
ENSG00000016602	22802	CLCA4	ENSG00000016602
ENSG00000074276	54825	CDHR2	ENSG00000074276
ENSG00000136444	55316	RSAD1	ENSG00000136444
ENSG00000257335	8972	MGAM	ENSG00000257335
ENSG00000204991	84501	SPIRE2	ENSG00000204991
ENSG00000249500	101928151	LINC01179	ENSG00000249500
ENSG00000038295	7092	TLL1	ENSG00000038295
ENSG00000153923	9629	CLCA3P	ENSG00000153923
ENSG00000161643	400709	SIGLEC16	ENSG00000161643
ENSG00000136449	84073	MYCBPAP	ENSG00000136449
ENSG00000105053	51231	VRK3	ENSG00000105053
ENSG00000150672	1740	DLG2	ENSG00000150672
ENSG00000261737	105378828		ENSG00000261737
ENSG00000097033	51100	SH3GLB1	ENSG00000097033
ENSG00000141002	22980	TCF25	ENSG00000141002
ENSG00000265859	100847040	MIR5704	ENSG00000265859
ENSG00000014257	55	ACP3	ENSG00000014257
ENSG00000169258	114787	GPRIN1	ENSG00000169258
ENSG00000183291	9403	SELENOF	ENSG00000183291
ENSG00000074317	6620	SNCB	ENSG00000074317
ENSG00000138246	23317	DNAJC13	ENSG00000138246
ENSG00000136542	11227	GALNT5	ENSG00000136542
ENSG00000250286	105371824		ENSG00000250286
ENSG00000196104	50859	SPOCK3	ENSG00000196104
ENSG00000049283	55040	EPN3	ENSG00000049283
ENSG00000153936	9653	HS2ST1	ENSG00000153936
ENSG00000266329	100422962	MIR4281	ENSG00000266329
ENSG00000257219	105369848	LNCOG	ENSG00000257219
ENSG00000175766	253314	EIF4E1B	ENSG00000175766
ENSG00000179941	79738	BBS10	ENSG00000179941
ENSG00000136541	57471	ERMN	ENSG00000136541
ENSG00000091039	114882	OSBPL8	ENSG00000091039
ENSG00000267272	339524	LINC01140	ENSG00000267272
ENSG00000048140	26262	TSPAN17	ENSG00000048140
ENSG00000258083	130075	OR9A4	ENSG00000258083
ENSG00000284240	101927844	LINC02801	ENSG00000284240
ENSG00000115165	9595	CYTIP	ENSG00000115165
ENSG00000258227	23601	CLEC5A	ENSG00000258227
ENSG00000143013	8543	LMO4	ENSG00000143013
ENSG00000258839	4157	MC1R	ENSG00000258839
ENSG00000227290	100505768	LINC01364	ENSG00000227290
ENSG00000237505	101927891	PKN2-AS1	ENSG00000237505
ENSG00000258947	10381	TUBB3	ENSG00000258947
ENSG00000006282	64847	SPATA20	ENSG00000006282
ENSG00000123612	130399	ACVR1C	ENSG00000123612
ENSG00000240303	84129	ACAD11	ENSG00000240303
ENSG00000257138	5726	TAS2R38	ENSG00000257138
ENSG00000065243	5586	PKN2	ENSG00000065243
ENSG00000248859	102577424	LINC01574	ENSG00000248859
ENSG00000257743	93432	MGAM2	ENSG00000257743
ENSG00000113763	90249	UNC5A	ENSG00000113763
ENSG00000160883	3101	HK3	ENSG00000160883
ENSG00000142528	25888	ZNF473	ENSG00000142528
ENSG00000140995	54849	DEF8	ENSG00000140995
ENSG00000115170	90	ACVR1	ENSG00000115170
ENSG00000258223	136541	PRSS58	ENSG00000258223
ENSG00000186163	207147		ENSG00000186163
ENSG00000137947	2959	GTF2B	ENSG00000137947
ENSG00000087206	51720	UIMC1	ENSG00000087206
ENSG00000204666	400710		ENSG00000204666
ENSG00000161652	126123	IZUMO2	ENSG00000161652
ENSG00000129048	51554	ACKR4	ENSG00000129048
ENSG00000137944	56267	KYAT3	ENSG00000137944
ENSG00000081307	79876	UBA5	ENSG00000081307
ENSG00000105357	79784	MYH14	ENSG00000105357
ENSG00000113761	23567	ZNF346	ENSG00000113761
ENSG00000213516	494115	RBMXL1	ENSG00000213516
ENSG00000007001	151531	UPP2	ENSG00000007001
ENSG00000117226	2635	GBP3	ENSG00000117226
ENSG00000113971	27031	NPHP3	ENSG00000113971
ENSG00000270672	100463482	MTRNR2L6	ENSG00000270672
ENSG00000160867	2264	FGFR4	ENSG00000160867
ENSG00000227480	554201	CCDC148-AS1	ENSG00000227480
ENSG00000153237	130940	CCDC148	ENSG00000153237
ENSG00000204983	5644	PRSS1	ENSG00000204983
ENSG00000109511	11199	ANXA10	ENSG00000109511
ENSG00000248724	348808	NPHP3-AS1	ENSG00000248724
ENSG00000275896	5645	PRSS2	ENSG00000275896
ENSG00000250107	253962	CACNA1G-AS1	ENSG00000250107
ENSG00000144868	66000	TMEM108	ENSG00000144868
ENSG00000117228	2633	GBP1	ENSG00000117228
ENSG00000144283	8502	PKP4	ENSG00000144283
ENSG00000186908	23390	ZDHHC17	ENSG00000186908
ENSG00000171204	55863	TMEM126B	ENSG00000171204
ENSG00000137628	55601	DDX60	ENSG00000137628
ENSG00000006283	8913	CACNA1G	ENSG00000006283
ENSG00000162645	2634	GBP2	ENSG00000162645
ENSG00000106123	2051	EPHB6	ENSG00000106123
ENSG00000170819	8419	BFSP2	ENSG00000170819
ENSG00000120279	80177	MYCT1	ENSG00000120279
ENSG00000146469	7432	VIP	ENSG00000146469
ENSG00000213512	388646	GBP7	ENSG00000213512
ENSG00000249993	85003	BFSP2-AS1	ENSG00000249993
ENSG00000091527	55573	CDV3	ENSG00000091527
ENSG00000162654	115361	GBP4	ENSG00000162654
ENSG00000177946	92806	CENPBD1	ENSG00000177946
ENSG00000223959	172	AFG3L1P	ENSG00000223959
ENSG00000175183	1466	CSRP2	ENSG00000175183
ENSG00000171202	84233	TMEM126A	ENSG00000171202
ENSG00000181381	91351	DDX60L	ENSG00000181381
ENSG00000154451	115362	GBP5	ENSG00000154451
ENSG00000137504	58487	CREBZF	ENSG00000137504
ENSG00000112029	26271	FBXO5	ENSG00000112029
ENSG00000179071	220388	CCDC89	ENSG00000179071
ENSG00000112031	54516	MTRF1L	ENSG00000112031
ENSG00000165891	144455	E2F7	ENSG00000165891
ENSG00000137501	54843	SYTL2	ENSG00000137501
ENSG00000204380	100129029	PKP4-AS1	ENSG00000204380
ENSG00000183347	163351	GBP6	ENSG00000183347
ENSG00000165125	55503	TRPV6	ENSG00000165125
ENSG00000163331	92196	DAPL1	ENSG00000163331
ENSG00000091844	26575	RGS17	ENSG00000091844
ENSG00000225492	400759	GBP1P1	ENSG00000225492
ENSG00000163781	11073	TOPBP1	ENSG00000163781
ENSG00000197147	23507	LRRC8B	ENSG00000197147
ENSG00000231999	400761	LRRC8C-DT	ENSG00000231999
ENSG00000115183	85461	TANC1	ENSG00000115183
ENSG00000129116	23022	PALLD	ENSG00000129116
ENSG00000131398	3748	KCNC3	ENSG00000131398
ENSG00000165671	64324	NSD1	ENSG00000165671
ENSG00000112038	4988	OPRM1	ENSG00000112038
ENSG00000067798	89795	NAV3	ENSG00000067798
ENSG00000003249	79007	DBNDD1	ENSG00000003249
ENSG00000171488	84230	LRRC8C	ENSG00000171488
ENSG00000131408	7376	NR1H2	ENSG00000131408
ENSG00000171492	55144	LRRC8D	ENSG00000171492
ENSG00000127412	56302	TRPV5	ENSG00000127412
ENSG00000141013	2622	GAS8	ENSG00000141013
ENSG00000275141	102465535	MIR6888	ENSG00000275141
ENSG00000162664	284695	ZNF326	ENSG00000162664
ENSG00000196151	151525	WDSUB1	ENSG00000196151
ENSG00000091513	7018	TF	ENSG00000091513
ENSG00000199666	109616984	SNORD3G	ENSG00000199666
ENSG00000165131	135927	LLCFC1	ENSG00000165131
ENSG00000143032	343472	BARHL2	ENSG00000143032
ENSG00000197993	3792	KEL	ENSG00000197993
ENSG00000123636	29994	BAZ2B	ENSG00000123636
ENSG00000233593	105378853	LINC02609	ENSG00000233593
ENSG00000221819	750	GAS8-AS1	ENSG00000221819
ENSG00000222019	100130015	URAHP	ENSG00000222019
ENSG00000126856	11105	PRDM7	ENSG00000126856
ENSG00000145439	84869	CBR4	ENSG00000145439
ENSG00000169228	53917	RAB24	ENSG00000169228
ENSG00000122482	84146	ZNF644	ENSG00000122482
ENSG00000154447	57630	SH3RF1	ENSG00000154447
ENSG00000144867	58477	SRPRB	ENSG00000144867
ENSG00000179468	135924	OR9A2	ENSG00000179468
ENSG00000225781	346517	OR6V1	ENSG00000225781
ENSG00000131401	256236	NAPSB	ENSG00000131401
ENSG00000159763	5304	PIP	ENSG00000159763
ENSG00000137601	4750	NEK1	ENSG00000137601
ENSG00000213347	83463	MXD3	ENSG00000213347
ENSG00000236398	259285	TAS2R39	ENSG00000236398
ENSG00000154917	51560	RAB6B	ENSG00000154917
ENSG00000131400	9476	NAPSA	ENSG00000131400
ENSG00000162669	164045	HFM1	ENSG00000162669
ENSG00000221937	259286	TAS2R40	ENSG00000221937
ENSG00000197448	373156	GSTK1	ENSG00000197448
ENSG00000258220	105369860	LINC02424	ENSG00000258220
ENSG00000226266	29994		ENSG00000226266
ENSG00000136536	64844	MARCHF7	ENSG00000136536
ENSG00000169230	27166	PRELID1	ENSG00000169230
ENSG00000067715	6857	SYT1	ENSG00000067715
ENSG00000288547	80111	C3orf36	ENSG00000288547
ENSG00000174640	6578	SLCO2A1	ENSG00000174640
ENSG00000062822	5424	POLD1	ENSG00000062822
ENSG00000169223	10960	LMAN2	ENSG00000169223
ENSG00000243832	100507210	LINC02000	ENSG00000243832
ENSG00000097046	8317	CDC7	ENSG00000097046
ENSG00000163785	6259	RYK	ENSG00000163785
ENSG00000074706	26034	IPCEF1	ENSG00000074706
ENSG00000241399	9936	CD302	ENSG00000241399
ENSG00000248672	100526664	LY75-CD302	ENSG00000248672
ENSG00000240006	105374119	LINC02004	ENSG00000240006
ENSG00000221788	100302136	MIR1252	ENSG00000221788
ENSG00000069702	7049	TGFBR3	ENSG00000069702
ENSG00000114019	51421	AMOTL2	ENSG00000114019
ENSG00000177425	5074	PAWR	ENSG00000177425
ENSG00000178826	135932	TMEM139	ENSG00000178826
ENSG00000169220	10636	RGS14	ENSG00000169220
ENSG00000106144	835	CASP2	ENSG00000106144
ENSG00000058272	4659	PPP1R12A	ENSG00000058272
ENSG00000131183	6569	SLC34A1	ENSG00000131183
ENSG00000137948	676	BRDT	ENSG00000137948
ENSG00000277723	102466744	MIR6827	ENSG00000277723
ENSG00000284561	100616281	MIR4788	ENSG00000284561
ENSG00000129055	25847	ANAPC13	ENSG00000129055
ENSG00000054219	4065	LY75	ENSG00000054219
ENSG00000153721	154043	CNKSR3	ENSG00000153721
ENSG00000188037	1180	CLCN1	ENSG00000188037
ENSG00000196570	345456	PFN3	ENSG00000196570
ENSG00000182923	80254	CEP63	ENSG00000182923
ENSG00000131187	2161	F12	ENSG00000131187
ENSG00000269404	6689	SPIB	ENSG00000269404
ENSG00000198055	2870	GRK6	ENSG00000198055
ENSG00000109572	1182	CLCN3	ENSG00000109572
ENSG00000153246	22925	PLA2R1	ENSG00000153246
ENSG00000287260	101928868		ENSG00000287260
ENSG00000086967	4606	MYBPC2	ENSG00000086967
ENSG00000213079	22828	SCAF8	ENSG00000213079
ENSG00000159784	9715	FAM131B	ENSG00000159784
ENSG00000142530	112703	FAM71E1	ENSG00000142530
ENSG00000115221	3694	ITGB6	ENSG00000115221
ENSG00000159840	7791	ZYX	ENSG00000159840
ENSG00000150676	220047	CCDC83	ENSG00000150676
ENSG00000146426	26230	TIAM2	ENSG00000146426
ENSG00000161671	284361	EMC10	ENSG00000161671
ENSG00000131188	80758	PRR7	ENSG00000131188
ENSG00000154928	2047	EPHB1	ENSG00000154928
ENSG00000056050	54969	HPF1	ENSG00000056050
ENSG00000113758	1627	DBN1	ENSG00000113758
ENSG00000165899	283310	OTOGL	ENSG00000165899
ENSG00000073921	8301	PICALM	ENSG00000073921
ENSG00000248319	100506085	LINC02275	ENSG00000248319
ENSG00000172031	253152	EPHX4	ENSG00000172031
ENSG00000161677	126119	JOSD2	ENSG00000161677
ENSG00000198948	9848	MFAP3L	ENSG00000198948
ENSG00000230667	646817	SETSIP	ENSG00000230667
ENSG00000189195	284697	BTBD8	ENSG00000189195
ENSG00000278449	102465538	MIR6892	ENSG00000278449
ENSG00000146904	2041	EPHA1	ENSG00000146904
ENSG00000204653	554235	ASPDH	ENSG00000204653
ENSG00000109576	51166	AADAT	ENSG00000109576
ENSG00000139304	374462	PTPRQ	ENSG00000139304
ENSG00000174611	339855	KY	ENSG00000174611
ENSG00000203910	388649	C1orf146	ENSG00000203910
ENSG00000131409	94030	LRRC4B	ENSG00000131409
ENSG00000174842	11146	GLMN	ENSG00000174842
ENSG00000213023	84258	SYT3	ENSG00000213023
ENSG00000229153	285965	EPHA1-AS1	ENSG00000229153
ENSG00000196923	9260	PDLIM7	ENSG00000196923
ENSG00000185899	338398	TAS2R60	ENSG00000185899
ENSG00000221855	259287	TAS2R41	ENSG00000221855
ENSG00000176510	392133	OR10AC1	ENSG00000176510
ENSG00000271079	441294	CTAGE15	ENSG00000271079
ENSG00000111046	4618	MYF6	ENSG00000111046
ENSG00000235034	342918	C19orf81	ENSG00000235034
ENSG00000111049	4617	MYF5	ENSG00000111049
ENSG00000170379	285966	TCAF2	ENSG00000170379
ENSG00000285373	100505984	LINC02478	ENSG00000285373
ENSG00000257741	101928420	LINC01490	ENSG00000257741
ENSG00000161681	50944	SHANK1	ENSG00000161681
ENSG00000153250	5937	RBMS1	ENSG00000153250
ENSG00000073711	5523	PPP2R3A	ENSG00000073711
ENSG00000250266	101928223	LINC01612	ENSG00000250266
ENSG00000111052	8825	LIN7A	ENSG00000111052
ENSG00000250968	100506107	LINC02382	ENSG00000250968
ENSG00000248872	100506122	LINC02431	ENSG00000248872
ENSG00000122484	79871	RPAP2	ENSG00000122484
ENSG00000271321	340307	CTAGE6	ENSG00000271321
ENSG00000253882	154761		ENSG00000253882
ENSG00000207763	693202	MIR617	ENSG00000207763
ENSG00000208022	693203	MIR618	ENSG00000208022
ENSG00000111058	79611	ACSS3	ENSG00000111058
ENSG00000278502	102466953	MIR6082	ENSG00000278502
ENSG00000248339	101928288	LINC02504	ENSG00000248339
ENSG00000249297	105377536	LINC02174	ENSG00000249297
ENSG00000198420	9747	TCAF1	ENSG00000198420
ENSG00000174473	442117	GALNTL6	ENSG00000174473
ENSG00000105472	6320	CLEC11A	ENSG00000105472
ENSG00000162676	2672	GFI1	ENSG00000162676
ENSG00000264814	100422821	MIR1273C	ENSG00000264814
ENSG00000029639	51106	TFB1M	ENSG00000029639
ENSG00000142511	2854	GPR32	ENSG00000142511
ENSG00000261341	105372440		ENSG00000261341
ENSG00000245213	101930370		ENSG00000245213
ENSG00000171217	49861	CLDN20	ENSG00000171217
ENSG00000142513	93650	ACP4	ENSG00000142513
ENSG00000174579	55167	MSL2	ENSG00000174579
ENSG00000074771	50508	NOX3	ENSG00000074771
ENSG00000221910	135948	OR2F2	ENSG00000221910
ENSG00000265227	100616133	MIR4699	ENSG00000265227
ENSG00000213215	26211	OR2F1	ENSG00000213215
ENSG00000146094	79930	DOK3	ENSG00000146094
ENSG00000067208	7813	EVI5	ENSG00000067208
ENSG00000221456	100302259	MIR1202	ENSG00000221456
ENSG00000139220	8499	PPFIA2	ENSG00000139220
ENSG00000167747	84798	C19orf48	ENSG00000167747
ENSG00000212295	109617011	SNORD28B	ENSG00000212295
ENSG00000109586	51809	GALNT7	ENSG00000109586
ENSG00000114054	5096	PCCB	ENSG00000114054
ENSG00000049618	57492	ARID1B	ENSG00000049618
ENSG00000221813	135946	OR6B1	ENSG00000221813
ENSG00000074266	8726	EED	ENSG00000074266
ENSG00000221836	393046	OR2A5	ENSG00000221836
ENSG00000221933	392138	OR2A25	ENSG00000221933
ENSG00000221241	692202	SNORD88A	ENSG00000221241
ENSG00000221858	346525	OR2A12	ENSG00000221858
ENSG00000180279	284365	LINC01869	ENSG00000180279
ENSG00000221989	442361	OR2A2	ENSG00000221989
ENSG00000183258	51428	DDX41	ENSG00000183258
ENSG00000221938	135941	OR2A14	ENSG00000221938
ENSG00000167748	3816	KLK1	ENSG00000167748
ENSG00000122406	6125	RPL5	ENSG00000122406
ENSG00000225932	100128553	CTAGE4	ENSG00000225932
ENSG00000221296	100422849	MIR548T	ENSG00000221296
ENSG00000213214	445328	ARHGEF35	ENSG00000213214
ENSG00000164104	3148	HMGB2	ENSG00000164104
ENSG00000174562	55554	KLK15	ENSG00000174562
ENSG00000283734	100616364	MIR4785	ENSG00000283734
ENSG00000136560	10010	TANK	ENSG00000136560
ENSG00000212807	402317	OR2A42	ENSG00000212807
ENSG00000170356	401428	OR2A20P	ENSG00000170356
ENSG00000154511	388650	DIPK1A	ENSG00000154511
ENSG00000142515	354	KLK3	ENSG00000142515
ENSG00000243896	401427	OR2A7	ENSG00000243896
ENSG00000272870	105377540	SAP30-DT	ENSG00000272870
ENSG00000244693	100142659	CTAGE8	ENSG00000244693
ENSG00000164105	8819	SAP30	ENSG00000164105
ENSG00000206680	6083	SNORD21	ENSG00000206680
ENSG00000207523	26782	SNORA66	ENSG00000207523
ENSG00000164106	11341	SCRG1	ENSG00000164106
ENSG00000143033	22823	MTF2	ENSG00000143033
ENSG00000221970	346528	OR2A1	ENSG00000221970
ENSG00000050327	7984	ARHGEF5	ENSG00000050327
ENSG00000283744	102465452	MIR6755	ENSG00000283744
ENSG00000164107	9464	HAND2	ENSG00000164107
ENSG00000149196	51501	HIKESHI	ENSG00000149196
ENSG00000237125	79804	HAND2-AS1	ENSG00000237125
ENSG00000146067	54540	FAM193B	ENSG00000146067
ENSG00000167751	3817	KLK2	ENSG00000167751
ENSG00000149201	60494	CCDC81	ENSG00000149201
ENSG00000184840	54732	TMED9	ENSG00000184840
ENSG00000227403	100996579	LINC01806	ENSG00000227403
ENSG00000106410	135935	NOBOX	ENSG00000106410
ENSG00000115233	10213	PSMD14	ENSG00000115233
ENSG00000196511	27010	TPK1	ENSG00000196511
ENSG00000027847	11285	B4GALT7	ENSG00000027847
ENSG00000197588	606293	KLKP1	ENSG00000197588
ENSG00000167749	9622	KLK4	ENSG00000167749
ENSG00000117500	50999	TMED5	ENSG00000117500
ENSG00000151376	10873	ME3	ENSG00000151376
ENSG00000271551	115308161		ENSG00000271551
ENSG00000271899	100616154	MIR4466	ENSG00000271899
ENSG00000122483	343099	CCDC18	ENSG00000122483
ENSG00000215712	729515	TMEM242	ENSG00000215712
ENSG00000136535	10716	TBR1	ENSG00000136535
ENSG00000167754	25818	KLK5	ENSG00000167754
ENSG00000170074	285596	FAM153A	ENSG00000170074
ENSG00000175048	79683	ZDHHC14	ENSG00000175048
ENSG00000150687	11098	PRSS23	ENSG00000150687
ENSG00000144290	57282	SLC4A10	ENSG00000144290
ENSG00000167755	5653	KLK6	ENSG00000167755
ENSG00000266617	100500899	MIR3692	ENSG00000266617
ENSG00000130340	51429	SNX9	ENSG00000130340
ENSG00000174804	8322	FZD4	ENSG00000174804
ENSG00000174469	26047	CNTNAP2	ENSG00000174469
ENSG00000118007	10274	STAG1	ENSG00000118007
ENSG00000246523	100506368	FZD4-DT	ENSG00000246523
ENSG00000166575	65084	TMEM135	ENSG00000166575
ENSG00000169035	5650	KLK7	ENSG00000169035
ENSG00000078269	8871	SYNJ2	ENSG00000078269
ENSG00000250708	101928478	LINC02269	ENSG00000250708
ENSG00000117505	1810	DR1	ENSG00000117505
ENSG00000129455	11202	KLK8	ENSG00000129455
ENSG00000248174	101928509	LINC02268	ENSG00000248174
ENSG00000137942	54874	FNBP1L	ENSG00000137942
ENSG00000164117	26269	FBXO8	ENSG00000164117
ENSG00000236795	101928700	CNTNAP2-AS1	ENSG00000236795
ENSG00000137936	8412	BCAR3	ENSG00000137936
ENSG00000137936	723788	BCAR3	ENSG00000137936
ENSG00000221442	100313895	MIR548F4	ENSG00000221442
ENSG00000230190	105375556		ENSG00000230190
ENSG00000175325	5626	PROP1	ENSG00000175325
ENSG00000255183	105369423	LINC02711	ENSG00000255183
ENSG00000204677	653316	FAM153CP	ENSG00000204677
ENSG00000213022	284366	KLK9	ENSG00000213022
ENSG00000170279	202865	C7orf33	ENSG00000170279
ENSG00000123892	23682	RAB38	ENSG00000123892
ENSG00000129451	5655	KLK10	ENSG00000129451
ENSG00000055130	8454	CUL1	ENSG00000055130
ENSG00000266581	100423040	MIR3166	ENSG00000266581
ENSG00000109861	1075	CTSC	ENSG00000109861
ENSG00000233496	100874300	SYNJ2-IT1	ENSG00000233496
ENSG00000164118	80817	CEP44	ENSG00000164118
ENSG00000122335	84947	SERAC1	ENSG00000122335
ENSG00000167757	11012	KLK11	ENSG00000167757
ENSG00000197635	1803	DPP4	ENSG00000197635
ENSG00000211575	100126348	MIR760	ENSG00000211575
ENSG00000067334	30836	DNTTIP2	ENSG00000067334
ENSG00000023909	2730	GCLM	ENSG00000023909
ENSG00000265846	100423042	MIR4276	ENSG00000265846
ENSG00000168917	80723	SLC35G2	ENSG00000168917
ENSG00000164120	3248	HPGD	ENSG00000164120
ENSG00000186474	43849	KLK12	ENSG00000186474
ENSG00000257467	102724663	PPFIA2-AS1	ENSG00000257467
ENSG00000198691	24	ABCA4	ENSG00000198691
ENSG00000168959	2915	GRM5	ENSG00000168959
ENSG00000158092	4690	NCK1	ENSG00000158092
ENSG00000272047	404672	GTF2H5	ENSG00000272047
ENSG00000130338	56995	TULP4	ENSG00000130338
ENSG00000230918	100131604	DPP4-DT	ENSG00000230918
ENSG00000167759	26085	KLK13	ENSG00000167759
ENSG00000115263	2641	GCG	ENSG00000115263
ENSG00000257747	101928449	LINC02426	ENSG00000257747
ENSG00000133773	29080	CCDC59	ENSG00000133773
ENSG00000255082	100873989	GRM5-AS1	ENSG00000255082
ENSG00000174564	53833	IL20RB	ENSG00000174564
ENSG00000077498	7299	TYR	ENSG00000077498
ENSG00000078098	2191	FAP	ENSG00000078098
ENSG00000127720	84190	METTL25	ENSG00000127720
ENSG00000145451	8001	GLRA3	ENSG00000145451
ENSG00000146433	57583	TMEM181	ENSG00000146433
ENSG00000129437	43847	KLK14	ENSG00000129437
ENSG00000168875	8403	SOX14	ENSG00000168875
ENSG00000086991	50507	NOX4	ENSG00000086991
ENSG00000278571	102465694	MIR7161	ENSG00000278571
ENSG00000146425	6993	DYNLT1	ENSG00000146425
ENSG00000239513	100507274	LINC01210	ENSG00000239513
ENSG00000142544	90353	CTU1	ENSG00000142544
ENSG00000129450	27180	SIGLEC9	ENSG00000129450
ENSG00000164674	94120	SYTL3	ENSG00000164674
